1	46
1	86
1	96
1	97
1	98
1	99
1	100
2	75
2	93
2	96
2	97
2	98
2	99
2	100
3	37
3	90
3	91
3	96
3	97
3	98
3	100
4	22
4	70
4	88
4	97
4	98
4	99
4	100
5	84
5	87
5	89
5	92
5	94
5	95
5	100
6	33
6	86
6	89
6	97
6	98
6	99
6	100
7	17
7	31
7	51
7	53
7	64
7	74
7	75
8	17
8	29
8	34
8	40
8	72
8	74
8	75
9	22
9	29
9	38
9	51
9	72
9	75
9	88
10	47
10	50
10	79
10	85
10	87
10	94
10	95
11	45
11	84
11	87
11	89
11	92
11	94
11	95
12	78
12	90
12	93
12	97
12	98
12	99
12	100
13	15
13	80
13	91
13	97
13	98
13	99
13	100
14	68
14	79
14	86
14	89
14	92
14	94
14	95
15	13
15	79
15	82
15	87
15	89
15	92
15	95
16	73
16	85
16	87
16	89
16	92
16	93
16	94
16	95
17	7
17	8
17	23
17	38
17	40
17	62
17	72
17	74
18	28
18	65
18	78
18	82
18	84
18	92
18	94
18	95
19	78
19	83
19	84
19	85
19	89
19	92
19	94
19	95
20	57
20	69
20	71
20	93
20	97
20	98
20	99
20	100
21	70
21	73
21	82
21	85
21	87
21	92
21	94
21	95
22	4
22	9
22	30
22	51
22	62
22	64
22	72
22	75
23	17
23	77
23	93
23	96
23	97
23	98
23	99
23	100
24	27
24	59
24	78
24	84
24	89
24	92
24	94
24	95
25	61
25	93
25	95
25	96
25	97
25	98
25	99
25	100
26	41
26	56
26	59
26	65
26	85
26	92
26	94
26	95
27	24
27	61
27	93
27	96
27	97
27	98
27	99
27	100
28	18
28	88
28	91
28	93
28	96
28	98
28	99
28	100
29	8
29	9
29	34
29	53
29	62
29	64
29	74
29	75
29	100
30	22
30	34
30	38
30	58
30	62
30	72
30	74
30	75
30	80
31	7
31	34
31	51
31	55
31	62
31	64
31	72
31	74
31	75
32	77
32	86
32	90
32	95
32	96
32	97
32	98
32	99
32	100
33	6
33	72
33	80
33	91
33	96
33	97
33	98
33	99
33	100
34	8
34	29
34	30
34	31
34	64
34	72
34	74
34	75
34	97
35	59
35	63
35	79
35	82
35	85
35	87
35	89
35	92
35	94
35	95
36	78
36	82
36	83
36	84
36	85
36	87
36	89
36	92
36	94
36	95
37	3
37	81
37	83
37	90
37	91
37	93
37	96
37	98
37	99
37	100
38	9
38	17
38	30
38	40
38	58
38	64
38	72
38	74
38	75
38	91
39	65
39	66
39	79
39	84
39	85
39	87
39	92
39	94
39	95
39	100
40	8
40	17
40	38
40	53
40	58
40	62
40	72
40	74
40	75
40	97
41	26
41	57
41	83
41	86
41	88
41	91
41	93
41	97
41	99
41	100
42	61
42	71
42	83
42	86
42	91
42	93
42	97
42	98
42	99
42	100
43	62
43	81
43	88
43	90
43	91
43	93
43	96
43	97
43	98
43	99
43	100
44	71
44	81
44	87
44	88
44	90
44	91
44	93
44	96
44	98
44	99
44	100
45	11
45	69
45	78
45	81
45	86
45	90
45	91
45	97
45	98
45	99
45	100
46	1
46	73
46	79
46	82
46	84
46	85
46	87
46	89
46	92
46	94
46	95
47	10
47	59
47	73
47	79
47	82
47	84
47	87
47	92
47	94
47	95
47	98
48	56
48	66
48	70
48	80
48	83
48	91
48	93
48	97
48	98
48	99
48	100
49	81
49	82
49	86
49	88
49	90
49	93
49	96
49	97
49	98
49	99
49	100
50	10
50	73
50	78
50	82
50	84
50	85
50	89
50	92
50	94
50	95
50	99
51	7
51	9
51	22
51	31
51	53
51	58
51	62
51	64
51	74
51	75
51	96
52	70
52	76
52	77
52	80
52	83
52	91
52	92
52	96
52	98
52	99
52	100
53	7
53	29
53	40
53	51
53	58
53	62
53	64
53	72
53	74
53	75
53	99
54	59
54	78
54	79
54	82
54	84
54	87
54	89
54	92
54	94
54	95
54	98
55	31
55	60
55	80
55	86
55	88
55	90
55	96
55	97
55	98
55	99
55	100
56	26
56	48
56	67
56	73
56	79
56	82
56	85
56	89
56	92
56	94
56	95
57	20
57	41
57	60
57	77
57	86
57	88
57	90
57	96
57	97
57	98
57	99
57	100
58	30
58	38
58	40
58	51
58	53
58	62
58	64
58	72
58	74
58	75
58	88
58	91
59	24
59	26
59	35
59	47
59	54
59	68
59	78
59	81
59	85
59	89
59	94
59	95
60	55
60	57
60	76
60	81
60	88
60	90
60	93
60	96
60	97
60	98
60	99
60	100
61	25
61	27
61	42
61	80
61	83
61	88
61	90
61	91
61	96
61	97
61	98
61	99
61	100
62	17
62	22
62	29
62	30
62	31
62	40
62	43
62	51
62	53
62	58
62	72
62	74
62	75
63	35
63	76
63	77
63	81
63	83
63	88
63	91
63	93
63	96
63	97
63	98
63	99
63	100
64	7
64	22
64	29
64	31
64	34
64	38
64	51
64	53
64	58
64	74
64	75
64	77
64	99
65	18
65	26
65	39
65	67
65	76
65	82
65	84
65	85
65	87
65	89
65	92
65	94
65	95
66	39
66	48
66	68
66	73
66	78
66	82
66	85
66	86
66	87
66	89
66	92
66	94
66	95
67	56
67	65
67	68
67	78
67	79
67	81
67	82
67	84
67	85
67	89
67	92
67	94
67	95
67	100
68	14
68	59
68	66
68	67
68	73
68	79
68	80
68	84
68	85
68	87
68	89
68	92
68	94
68	95
69	20
69	45
69	76
69	80
69	88
69	90
69	91
69	93
69	96
69	97
69	98
69	99
69	100
70	4
70	21
70	48
70	52
70	83
70	86
70	88
70	91
70	93
70	94
70	96
70	97
70	98
70	99
70	100
71	20
71	42
71	44
71	76
71	80
71	81
71	83
71	88
71	90
71	92
71	93
71	96
71	97
71	98
71	99
71	100
72	8
72	9
72	17
72	22
72	30
72	31
72	33
72	34
72	38
72	40
72	53
72	58
72	62
72	74
72	75
72	96
73	16
73	21
73	46
73	47
73	50
73	56
73	66
73	68
73	78
73	87
73	89
73	92
73	94
73	95
73	97
73	100
74	7
74	8
74	17
74	29
74	30
74	31
74	34
74	38
74	40
74	51
74	53
74	58
74	62
74	64
74	72
74	75
74	91
74	96
75	2
75	7
75	8
75	9
75	22
75	29
75	30
75	31
75	34
75	38
75	40
75	51
75	53
75	58
75	62
75	64
75	72
75	74
75	98
76	52
76	60
76	63
76	65
76	69
76	71
76	77
76	80
76	81
76	83
76	86
76	88
76	90
76	91
76	96
76	97
76	98
76	99
76	100
77	23
77	32
77	52
77	57
77	63
77	64
77	76
77	81
77	83
77	86
77	88
77	89
77	90
77	91
77	93
77	96
77	97
77	98
77	99
77	100
78	12
78	18
78	19
78	24
78	36
78	45
78	50
78	54
78	59
78	66
78	67
78	73
78	79
78	82
78	84
78	85
78	87
78	89
78	92
78	94
78	95
79	10
79	14
79	15
79	35
79	39
79	46
79	47
79	54
79	56
79	67
79	68
79	78
79	82
79	84
79	85
79	87
79	89
79	91
79	92
79	94
79	95
79	99
80	13
80	30
80	33
80	48
80	52
80	55
80	61
80	68
80	69
80	71
80	76
80	81
80	83
80	84
80	86
80	88
80	90
80	91
80	93
80	97
80	98
80	99
80	100
81	37
81	43
81	44
81	45
81	49
81	59
81	60
81	63
81	67
81	71
81	76
81	77
81	80
81	83
81	86
81	88
81	90
81	93
81	96
81	97
81	98
81	99
81	100
82	15
82	18
82	21
82	35
82	36
82	46
82	47
82	49
82	50
82	54
82	56
82	65
82	66
82	67
82	78
82	79
82	84
82	85
82	87
82	89
82	90
82	92
82	94
82	95
83	19
83	36
83	37
83	41
83	42
83	48
83	52
83	61
83	63
83	70
83	71
83	76
83	77
83	80
83	81
83	86
83	88
83	90
83	91
83	93
83	96
83	97
83	98
83	99
83	100
84	5
84	11
84	18
84	19
84	24
84	36
84	39
84	46
84	47
84	50
84	54
84	65
84	67
84	68
84	78
84	79
84	80
84	82
84	85
84	86
84	87
84	89
84	92
84	94
84	95
84	97
85	10
85	16
85	19
85	21
85	26
85	35
85	36
85	39
85	46
85	50
85	56
85	59
85	65
85	66
85	67
85	68
85	78
85	79
85	82
85	84
85	87
85	88
85	89
85	92
85	94
85	95
85	96
86	1
86	6
86	14
86	32
86	41
86	42
86	45
86	49
86	55
86	57
86	66
86	70
86	76
86	77
86	80
86	81
86	83
86	84
86	88
86	90
86	91
86	93
86	96
86	97
86	98
86	99
86	100
87	5
87	10
87	11
87	15
87	16
87	21
87	35
87	36
87	39
87	44
87	46
87	47
87	54
87	65
87	66
87	68
87	73
87	78
87	79
87	82
87	84
87	85
87	89
87	92
87	93
87	94
87	95
88	4
88	9
88	28
88	41
88	43
88	44
88	49
88	55
88	57
88	58
88	60
88	61
88	63
88	69
88	70
88	71
88	76
88	77
88	80
88	81
88	83
88	85
88	86
88	90
88	91
88	93
88	96
88	97
88	98
88	99
88	100
89	5
89	6
89	11
89	14
89	15
89	16
89	19
89	24
89	35
89	36
89	46
89	50
89	54
89	56
89	59
89	65
89	66
89	67
89	68
89	73
89	77
89	78
89	79
89	82
89	84
89	85
89	87
89	90
89	92
89	94
89	95
90	3
90	12
90	32
90	37
90	43
90	44
90	45
90	49
90	55
90	57
90	60
90	61
90	69
90	71
90	76
90	77
90	80
90	81
90	82
90	83
90	86
90	88
90	89
90	91
90	93
90	94
90	96
90	97
90	98
90	99
90	100
91	3
91	13
91	28
91	33
91	37
91	38
91	41
91	42
91	43
91	44
91	45
91	48
91	52
91	58
91	61
91	63
91	69
91	70
91	74
91	76
91	77
91	79
91	80
91	83
91	86
91	88
91	90
91	93
91	96
91	97
91	98
91	99
91	100
92	5
92	11
92	14
92	15
92	16
92	18
92	19
92	21
92	24
92	26
92	35
92	36
92	39
92	46
92	47
92	50
92	52
92	54
92	56
92	65
92	66
92	67
92	68
92	71
92	73
92	78
92	79
92	82
92	84
92	85
92	87
92	89
92	93
92	94
92	95
93	2
93	12
93	16
93	20
93	23
93	25
93	27
93	28
93	37
93	41
93	42
93	43
93	44
93	48
93	49
93	60
93	63
93	69
93	70
93	71
93	77
93	80
93	81
93	83
93	86
93	87
93	88
93	90
93	91
93	92
93	96
93	97
93	98
93	99
93	100
94	5
94	10
94	11
94	14
94	16
94	18
94	19
94	21
94	24
94	26
94	35
94	36
94	39
94	46
94	47
94	50
94	54
94	56
94	59
94	65
94	66
94	67
94	68
94	70
94	73
94	78
94	79
94	82
94	84
94	85
94	87
94	89
94	90
94	92
94	95
94	99
95	5
95	10
95	11
95	14
95	15
95	16
95	18
95	19
95	21
95	24
95	25
95	26
95	32
95	35
95	36
95	39
95	46
95	47
95	50
95	54
95	56
95	59
95	65
95	66
95	67
95	68
95	73
95	78
95	79
95	82
95	84
95	85
95	87
95	89
95	92
95	94
95	98
96	1
96	2
96	3
96	23
96	25
96	27
96	28
96	32
96	33
96	37
96	43
96	44
96	49
96	51
96	52
96	55
96	57
96	60
96	61
96	63
96	69
96	70
96	71
96	72
96	74
96	76
96	77
96	81
96	83
96	85
96	86
96	88
96	90
96	91
96	93
96	97
96	98
96	99
96	100
97	1
97	2
97	3
97	4
97	6
97	12
97	13
97	20
97	23
97	25
97	27
97	32
97	33
97	34
97	40
97	41
97	42
97	43
97	45
97	48
97	49
97	55
97	57
97	60
97	61
97	63
97	69
97	70
97	71
97	73
97	76
97	77
97	80
97	81
97	83
97	84
97	86
97	88
97	90
97	91
97	93
97	96
97	98
97	99
97	100
98	1
98	2
98	3
98	4
98	6
98	12
98	13
98	20
98	23
98	25
98	27
98	28
98	32
98	33
98	37
98	42
98	43
98	44
98	45
98	47
98	48
98	49
98	52
98	54
98	55
98	57
98	60
98	61
98	63
98	69
98	70
98	71
98	75
98	76
98	77
98	80
98	81
98	83
98	86
98	88
98	90
98	91
98	93
98	95
98	96
98	97
98	99
98	100
99	1
99	2
99	4
99	6
99	12
99	13
99	20
99	23
99	25
99	27
99	28
99	32
99	33
99	37
99	41
99	42
99	43
99	44
99	45
99	48
99	49
99	50
99	52
99	53
99	55
99	57
99	60
99	61
99	63
99	64
99	69
99	70
99	71
99	76
99	77
99	79
99	80
99	81
99	83
99	86
99	88
99	90
99	91
99	93
99	94
99	96
99	97
99	98
99	100
100	1
100	2
100	3
100	4
100	5
100	6
100	12
100	13
100	20
100	23
100	25
100	27
100	28
100	29
100	32
100	33
100	37
100	39
100	41
100	42
100	43
100	44
100	45
100	48
100	49
100	52
100	55
100	57
100	60
100	61
100	63
100	67
100	69
100	70
100	71
100	73
100	76
100	77
100	80
100	81
100	83
100	86
100	88
100	90
100	91
100	93
100	96
100	97
100	98
100	99
