1	4 
2	3 
3	3 
4	4 
5	3 
6	1 
7	1 
8	4 
9	2 
10	3 
11	3 
12	4 
13	3 
14	3 
15	3 
16	4 
17	2 
18	4 
19	3 
20	3 
21	3 
22	1 
23	4 
24	3 
25	1 
26	4 
27	1 
28	4 
29	3 
30	4 
31	4 
32	2 
33	4 
34	2 
35	3 
36	4 
37	2 
38	4 
39	4 
40	1 
41	4 
42	3 
43	4 
44	4 
45	4 
46	4 
47	4 
48	3 
49	2 
50	4 
51	4 
52	4 
53	4 
54	4 
55	1 
56	3 
57	4 
58	4 
59	4 
60	4 
61	3 
62	2 
63	4 
64	4 
65	3 
66	3 
67	2 
68	2 
69	4 
70	4 
71	2 
72	4 
73	4 
74	2 
75	4 
76	4 
77	2 
78	1 
79	4 
80	4 
81	2 
82	4 
83	4 
84	4 
85	2 
86	1 
87	3 
88	4 
89	4 
90	2 
91	3 
92	4 
93	4 
94	2 
95	3 
96	3 
97	2 
98	4 
99	2 
100	4 
