1	4 
2	3 
3	3 
4	4 
5	1 
6	3 
7	3 
8	3 
9	1 
10	4 
11	4 
12	4 
13	1 
14	4 
15	4 
16	4 
17	1 
18	2 
19	3 
20	1 
21	4 
22	1 
23	3 
24	1 
25	2 
26	4 
27	3 
28	1 
29	1 
30	3 
31	3 
32	4 
33	4 
34	3 
35	2 
36	4 
37	4 
38	1 
39	2 
40	2 
41	4 
42	3 
43	4 
44	2 
45	4 
46	1 
47	1 
48	4 
49	4 
50	4 
51	1 
52	1 
53	4 
54	2 
55	2 
56	4 
57	3 
58	2 
59	3 
60	4 
61	4 
62	1 
63	3 
64	3 
65	2 
66	3 
67	4 
68	4 
69	4 
70	3 
71	1 
72	3 
73	4 
74	1 
75	1 
76	4 
77	1 
78	3 
79	4 
80	1 
81	4 
82	3 
83	3 
84	4 
85	4 
86	4 
87	4 
88	1 
89	4 
90	1 
91	4 
92	1 
93	3 
94	4 
95	1 
96	3 
97	1 
98	4 
99	4 
100	4 
